tc	rho	viscos	rho_0	viscos_0
y_axis	1	2	1	2
5.0	1.0277225	1.620
10.0	1.0270000	1.397
15.0	1.0260210	1.220
20.0	1.0248103	1.077
25.0	1.0233873	0.959
30.0	1.0217694	0.861
35.0	1.0199727	0.778
40.0	1.0180142	0.708
45.0	1.0159115	0.647
50.0	1.0136839	0.594

10			0.9997025	1.306
20			0.9982072	1.002
30			0.9956495	0.797
40			0.9922164	0.653
