Na2SO4/CaSO4	25.oC	40.oC	55.oC	70.oC	85.oC	100.oC
								Block and Waters 1968, JCED 13, 336.
0.000	0.0161							gypsum
0.032	0.0119
0.104	0.0110
0.109	0.0104
0.262	0.0112
0.462	0.0127
0.821	0.0154
1.307	0.0177
1.753	0.0182
1.784	0.0185
1.912	0.0185							gyps+mirabil
1.885	0.0082							mirabil
1.919	0.0055
1.852	0.0000

0.000		0.0158						gyps, 40.oC
0.037		0.0126
0.118		0.0108
0.123		0.0104
0.276		0.0123
0.560		0.0154
1.090		0.0165
1.434		0.0189
2.006		0.0202
2.038		0.0202
2.115		0.0199						gyps+glauber
2.288		0.0144						glauber
2.474		0.0118
2.907		0.0082
2.993		0.0100						glauber+glauber.2H2O
# 3.023		0.0086						glauber.2H2O
# 3.290		0.0070
# 3.386		0.0065						glauber.2H2O
3.380		0.0000						thenard

0.000			0.0149						gyps, 55.oC
0.107			0.0106
0.209			0.0116
0.422			0.0132
0.836			0.0165
1.267			0.0192
1.329			0.0194
1.423			0.0200
1.512			0.0205
1.590			0.0189					glauber
2.041			0.0123
2.166			0.0110
2.311			0.0096
2.564			0.0077
2.802			0.0062
3.087			0.0052
3.225			0.0045					glaub+thenard
3.231			0.0000					thenard

0.000				0.0149				gyps, 70.oC
0.080				0.0103
0.203				0.0117
0.610				0.0156
0.880				0.0176
1.111				0.0180
# 1.235				0.0187				pentasalt:5CaSO4.Na2SO4.3H2O
1.254				0.0192				pentasalt:5CaSO4.Na2SO4.3H2O+glaub
1.308				0.0181					glauber
1.312				0.0189
1.622				0.0135
2.071				0.0091
2.110				0.0088
2.355				0.0074
2.646				0.0058
2.918				0.0048
2.999				0.0044
3.113				0.0042					glauber+thenard
3.108				0.0000					thenard

0.000					0.0138				gyps, 85.oC
0.117					0.0104
0.128					0.0107
0.244					0.0078				anh
0.319					0.0071
0.370					0.0105
0.483					0.0074
0.623					0.0086
0.722					0.0092
0.751					0.0111
0.870					0.0103
0.876					0.0139
1.000					0.0147				anh+pentasalt
# 1.011					0.0150				pentasalt
# 1.080					0.0149
# 1.089					0.0154
# 1.145					0.0150
1.337					0.0135				glaub
1.557					0.0109
1.930					0.0081
2.031					0.0074
2.084					0.0072
2.429					0.0056
2.655					0.0048
2.884					0.0039
2.996					0.0040
3.045					0.0038				glaub+thenard
3.034					0.0000				thenard

0.000						0.0055				anh, 100.oC (0.0131 is probably incorrect)
0.052						0.0041
0.211						0.0039
0.371						0.0049
0.643						0.0059
0.842						0.0070
1.038						0.0077
1.283						0.0086
1.385						0.0101
1.422						0.0086
1.496						0.0094				anh+glaub
1.624						0.0080				glaub
2.145						0.0053
2.271						0.0052
2.387						0.0049
2.670						0.0042
3.016						0.0036				glaub+thenard
3.001						0.0000				thenard
