         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	          Cl	          Na	           K	           N	
           1	      transp	          20	        1.95	       18000	           5	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           4	      i_soln	           0	         -99	         -99	         -99	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	           1	        0.05	       18000	           0	           7	     13.6219	  9.6264e-04	  8.8462e-04	  1.1545e-04	  1.0001e-03	
           2	      transp	           2	        0.15	       18000	           0	           7	     13.6219	  9.1463e-04	  6.9323e-04	  3.0684e-04	  1.0001e-03	
           2	      transp	           3	        0.25	       18000	           0	           7	     13.6219	  8.4091e-04	  4.3270e-04	  5.6737e-04	  1.0001e-03	
           2	      transp	           4	        0.35	       18000	           0	           7	     13.6219	  7.1400e-04	  1.9728e-04	  8.0278e-04	  1.0001e-03	
           2	      transp	           5	        0.45	       18000	           0	           7	     13.6219	  4.9845e-04	  6.0696e-05	  9.3937e-04	  1.0001e-03	
           2	      transp	           6	        0.55	       18000	           0	           7	     13.6219	  2.4022e-04	  1.1784e-05	  9.8827e-04	  1.0001e-03	
           2	      transp	           7	        0.65	       18000	           0	           7	     13.6219	  7.2780e-05	  1.4038e-06	  9.9865e-04	  1.0001e-03	
           2	      transp	           8	        0.75	       18000	           0	           7	     13.6219	  1.3131e-05	  9.9323e-08	  9.9995e-04	  1.0001e-03	
           2	      transp	           9	        0.85	       18000	           0	           7	     13.6219	  1.2882e-06	  3.8318e-09	  1.0000e-03	  1.0001e-03	
           2	      transp	          10	        0.95	       18000	           0	           7	     13.6219	  5.2941e-08	  6.2140e-11	  1.0001e-03	  1.0001e-03	
           2	      transp	          11	        1.05	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          12	        1.15	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          13	        1.25	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          14	        1.35	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          15	        1.45	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          16	        1.55	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          17	        1.65	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          18	        1.75	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          19	        1.85	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	          20	        1.95	       18000	           0	           7	     13.6219	  0.0000e+00	  0.0000e+00	  1.0001e-03	  1.0001e-03	
           2	      transp	           1	        0.05	       36000	           5	           7	     13.6219	  2.4499e-05	  6.8811e-05	  9.3124e-04	  1.0001e-03	
           2	      transp	           2	        0.15	       36000	           5	           7	     13.6219	  5.4876e-05	  1.9556e-04	  8.0450e-04	  1.0001e-03	
           2	      transp	           3	        0.25	       36000	           5	           7	     13.6219	  1.0292e-04	  3.5636e-04	  6.4370e-04	  1.0001e-03	
           2	      transp	           4	        0.35	       36000	           5	           7	     13.6219	  1.9497e-04	  4.5173e-04	  5.4833e-04	  1.0001e-03	
           2	      transp	           5	        0.45	       36000	           5	           7	     13.6219	  3.6491e-04	  4.1818e-04	  5.8188e-04	  1.0001e-03	
           2	      transp	           6	        0.55	       36000	           5	           7	     13.6219	  5.6481e-04	  2.9538e-04	  7.0469e-04	  1.0001e-03	
           2	      transp	           7	        0.65	       36000	           5	           7	     13.6219	  6.5765e-04	  1.6517e-04	  8.3489e-04	  1.0001e-03	
           2	      transp	           8	        0.75	       36000	           5	           7	     13.6219	  6.1994e-04	  7.4512e-05	  9.2555e-04	  1.0001e-03	
           2	      transp	           9	        0.85	       36000	           5	           7	     13.6219	  5.0548e-04	  2.7066e-05	  9.7300e-04	  1.0001e-03	
           2	      transp	          10	        0.95	       36000	           5	           7	     13.6219	  3.5703e-04	  7.8295e-06	  9.9223e-04	  1.0001e-03	
           2	      transp	          11	        1.05	       36000	           5	           7	     13.6219	  2.1027e-04	  1.7828e-06	  9.9827e-04	  1.0001e-03	
           2	      transp	          12	        1.15	       36000	           5	           7	     13.6219	  9.9245e-05	  3.1658e-07	  9.9974e-04	  1.0001e-03	
           2	      transp	          13	        1.25	       36000	           5	           7	     13.6219	  3.6527e-05	  4.3500e-08	  1.0000e-03	  1.0001e-03	
           2	      transp	          14	        1.35	       36000	           5	           7	     13.6219	  1.0295e-05	  4.5858e-09	  1.0000e-03	  1.0001e-03	
           2	      transp	          15	        1.45	       36000	           5	           7	     13.6219	  2.1865e-06	  3.6636e-10	  1.0001e-03	  1.0001e-03	
           2	      transp	          16	        1.55	       36000	           5	           7	     13.6219	  3.4287e-07	  2.1752e-11	  1.0001e-03	  1.0001e-03	
           2	      transp	          17	        1.65	       36000	           5	           7	     13.6219	  3.8436e-08	  9.2901e-13	  1.0001e-03	  1.0001e-03	
           2	      transp	          18	        1.75	       36000	           5	           7	     13.6219	  2.9121e-09	  2.6966e-14	  1.0001e-03	  1.0001e-03	
           2	      transp	          19	        1.85	       36000	           5	           7	     13.6219	  1.3359e-10	  4.7618e-16	  1.0001e-03	  1.0001e-03	
           2	      transp	          20	        1.95	       36000	           5	           7	     13.6219	  2.8025e-12	  3.8610e-18	  1.0001e-03	  1.0001e-03	
           2	      transp	           1	        0.05	       54000	          10	           7	     13.6219	  8.4600e-06	  2.0155e-05	  9.7990e-04	  1.0001e-03	
           2	      transp	           2	        0.15	       54000	          10	           7	     13.6219	  1.9521e-05	  5.0530e-05	  9.4952e-04	  1.0001e-03	
           2	      transp	           3	        0.25	       54000	          10	           7	     13.6219	  3.5109e-05	  1.0120e-04	  8.9885e-04	  1.0001e-03	
           2	      transp	           4	        0.35	       54000	          10	           7	     13.6219	  5.5565e-05	  1.7346e-04	  8.2660e-04	  1.0001e-03	
           2	      transp	           5	        0.45	       54000	          10	           7	     13.6219	  8.1483e-05	  2.5323e-04	  7.4683e-04	  1.0001e-03	
           2	      transp	           6	        0.55	       54000	          10	           7	     13.6219	  1.1380e-04	  3.1149e-04	  6.8857e-04	  1.0001e-03	
           2	      transp	           7	        0.65	       54000	          10	           7	     13.6219	  1.5515e-04	  3.2146e-04	  6.7860e-04	  1.0001e-03	
           2	      transp	           8	        0.75	       54000	          10	           7	     13.6219	  2.1114e-04	  2.7877e-04	  7.2129e-04	  1.0001e-03	
           2	      transp	           9	        0.85	       54000	          10	           7	     13.6219	  2.8718e-04	  2.0414e-04	  7.9592e-04	  1.0001e-03	
           2	      transp	          10	        0.95	       54000	          10	           7	     13.6219	  3.7699e-04	  1.2699e-04	  8.7307e-04	  1.0001e-03	
           2	      transp	          11	        1.05	       54000	          10	           7	     13.6219	  4.5336e-04	  6.7460e-05	  9.3260e-04	  1.0001e-03	
           2	      transp	          12	        1.15	       54000	          10	           7	     13.6219	  4.8210e-04	  3.0700e-05	  9.6936e-04	  1.0001e-03	
           2	      transp	          13	        1.25	       54000	          10	           7	     13.6219	  4.4986e-04	  1.1974e-05	  9.8809e-04	  1.0001e-03	
           2	      transp	          14	        1.35	       54000	          10	           7	     13.6219	  3.7044e-04	  3.9942e-06	  9.9607e-04	  1.0001e-03	
           2	      transp	          15	        1.45	       54000	          10	           7	     13.6219	  2.6975e-04	  1.1358e-06	  9.9892e-04	  1.0001e-03	
           2	      transp	          16	        1.55	       54000	          10	           7	     13.6219	  1.7236e-04	  2.7423e-07	  9.9978e-04	  1.0001e-03	
           2	      transp	          17	        1.65	       54000	          10	           7	     13.6219	  9.5289e-05	  5.6011e-08	  1.0000e-03	  1.0001e-03	
           2	      transp	          18	        1.75	       54000	          10	           7	     13.6219	  4.4924e-05	  9.6440e-09	  1.0000e-03	  1.0001e-03	
           2	      transp	          19	        1.85	       54000	          10	           7	     13.6219	  1.7848e-05	  1.3950e-09	  1.0001e-03	  1.0001e-03	
           2	      transp	          20	        1.95	       54000	          10	           7	     13.6219	  6.4636e-06	  1.7674e-10	  1.0001e-03	  1.0001e-03	
