"Lab_ID","Field_ID","Date","Temp_C","pH","SpCond_us_cm","DO_mgL","CO2_ppm","CH4_ppm","Alkalinity_mgL","DIC_umolesL","DOC_mgL_ofC","SUVA_Lmg_Cm","UV_at254nm","Calcium_mgL","Potassium_mgL","Magnesium_mgL","Sodium_mgL","Chloride_mgL","Sulfate_mgL","Ammonium_mgL","Nitrate_mgL","Phosphorous_mgL","H2_permil","O18_permil","DIC_13C_permil","TYPE","Source"
9413,"Greenpepper Lake","2008-05-27",9.1,8.78,873,9.7,973,25.8,439,8684,73,3,0.328,21.13,11.91,75.37,66.29,45.24,8.58,0.19,0.155,"NA",-116.84,-10.52,-2.45,"Lake","USGS_RStriegl"
9414,"Canvasback Lake","2008-05-27",12.7,8.24,647,11,2512,10.3,364,7701,49,19,0.678,25.88,3.93,50.55,53.81,6.28,5.66,0.18,0.155,"NA",-150.5,-17.59,-3.14,"Lake","USGS_RStriegl"
9415,"Sands of Time Lake","2008-06-04",13.3,7.7,160,10.8,1215,8,75,1672,33,15,0.52,22.73,1.8,6.14,1.59,0.96,4.83,0.07,0.155,"NA",-111.39,-9.98,-6.1,"Lake","USGS_RStriegl"
9416,"Twin Lakes","2008-06-04",16.1,7.32,168,8.7,31250,28.2,52,1379,53,26,0.911,23.88,1.49,6.06,1.1,0.97,19.14,0.07,0.155,"NA",-141.79,-15.14,-8.91,"Lake","USGS_RStriegl"
9703,"Yukon Flats Lake 292A","2008-07-14",21.5,8.6,700,NA,2180,30.6,378,7953,109,22,1.687,39.34,14.62,61.51,35.73,13.48,1.73,0.045,0.155,"NA",-142.46,-15.22,-4.47,"Lake","USGS_RStriegl"
9704,"Yukon Flats Lake 255A","2008-07-14",20.5,9.54,200,NA,60,24.2,108,1843,21,6,0.259,17.62,2.06,14.87,4.81,1.49,2.43,0.045,0.155,"NA",-155.82,-18,-4.29,"Lake","USGS_RStriegl"
9705,"Yukon Flats Lake 295A","2008-07-14",20,9.58,522,NA,139,24.2,267,4513,95,11,0.747,24.28,6.62,50.85,27.69,9.42,40.54,0.045,0.155,"NA",-116.86,-10.5,-3.67,"Lake","USGS_RStriegl"
9706,"Yukon Flats Lake 231A","2008-07-14",19.4,8.64,73,NA,103,14.9,23,339,9,23,0.422,7.72,0.99,3.42,0.71,0.6,11.18,0.045,0.155,"NA",-135.62,-13.58,-11.07,"Lake","USGS_RStriegl"
9707,"Yukon Flats Lake 83A","2008-07-11",21.2,8.95,169,NA,374,77.5,85,1644,46,10,0.44,22.18,3.41,6.89,3.95,1.47,0.63,0.045,0.155,"NA",-118.78,-10.54,-1.29,"Lake","USGS_RStriegl"
9708,"Yukon Flats Lake 86A","2008-07-11",21.6,9.69,184,NA,46,25.9,87,1336,48,19,0.679,23.01,0.1,9.65,5.06,1.72,12.07,0.045,0.155,"NA",-127.86,-12,-9.68,"Lake","USGS_RStriegl"
9709,"Yukon Flats Lake 91A","2008-07-11",21.1,9.55,167,NA,61,39.7,79,1291,54,18,0.703,20.3,2.6,8.51,4.97,1.5,7.8,0.045,0.155,"NA",-156.04,-18.21,-5.99,"Lake","USGS_RStriegl"
9710,"Yukon Flats Lake 51A","2008-07-11",19.8,8.43,128,NA,437,21.8,60,1164,44,21,0.711,19.29,0.22,4.76,1.68,0.25,5.56,0.045,0.155,"NA",-158,-18.29,-7.72,"Lake","USGS_RStriegl"
9711,"Yukon Flats Lake 252A","2008-07-10",20.3,8.37,207,NA,776,43,107,2235,38,6,0.313,27.6,4.51,8.41,2.61,1.09,0.79,0.045,0.155,"NA",-109.27,-9.17,0.03,"Lake","USGS_RStriegl"
9712,"Yukon Flats Lake 281A","2008-07-14",20.5,8.53,204,NA,889,25.6,103,2132,39,14,0.497,26.63,2.57,9.85,2.46,0.94,5.01,0.045,0.155,"NA",-103.3,-7.37,-4.68,"Lake","USGS_RStriegl"
9713,"Scoter Lake","2008-07-14",20.5,8.26,319,NA,1594,51,174,3655,40,7,0.347,31.73,5.23,20.5,6.2,1.66,0.53,0.045,0.155,"NA",-139.92,-14.5,-1.55,"Lake","USGS_RStriegl"
9714,"Yukon Flats Lake 306A","2008-07-14",20.4,9.47,406,NA,251,31,237,4006,73,14,0.71,32.05,2.75,37.52,12.75,3.2,6.74,0.045,0.155,"NA",-104.12,-7.76,-2.46,"Lake","USGS_RStriegl"
9729,"Yukon Flats Lake 174A","2008-07-16",20.7,8.68,193,NA,428,19.3,77,1674,2,16,0.23,26.6,1.19,7.24,1.89,0.49,21.09,0.045,0.06,"NA",-124.6,-10.6,-6.2,"Lake","USGS_RStriegl"
9730,"Yukon Flats Lake 129A","2008-07-16",19.9,8.21,160,NA,982,15.5,57,1214,63,26,1.013,20.52,1.88,7.63,1.57,0.67,17.68,0.045,0.21,"NA",-121.94,-11.2,-9.44,"Lake","USGS_RStriegl"
9731,"Yukon Flats Lake 151A","2008-07-16",20.4,9.57,273,NA,117,70.9,145,2433,69,7,0.439,17.88,11.38,19.97,11.93,3.73,0.24,0.1,0.06,"NA",-111.44,-9.13,1.29,"Lake","USGS_RStriegl"
9732,"Yukon Flats Lake 193A","2008-07-17",20.2,9.74,197,NA,43,91.2,81,1407,45,14,0.551,18.25,1.38,7.1,15.06,1.95,11.1,0.09,0.06,"NA",-158.6,-17.7,-11.94,"Lake","USGS_RStriegl"
9733,"Yukon Flats Lake 69A","2008-07-16",20,8,79,NA,1664,31.2,35,678,78,25,1.119,7.9,6.42,2.73,2.77,0.27,0.24,0.045,0.06,"NA",-105.14,-8.4,-6.8,"Lake","USGS_RStriegl"
9734,"Yukon Flats Lake 97A","2008-07-16",19.9,10.27,237,NA,0,74.4,121,1492,86,9,0.598,14.33,3.45,19.62,10.03,0.94,0.57,0.21,0.06,"NA",-158.26,-18.51,-12.27,"Lake","USGS_RStriegl"
9735,"Yukon Flats Lake 180A","2008-07-17",20.1,9.62,204,NA,66,34.4,87,1523,64,10,0.526,25.73,1.17,10.35,5.97,4.79,12.89,0.14,0.06,"NA",-136.3,-13.72,-7.61,"Lake","USGS_RStriegl"
9736,"Yukon Flats Lake 43A","2008-07-16",20.2,9.51,170,NA,127,28.1,87,1552,61,12,0.567,19.65,3.21,9.46,4.29,0.59,1.61,0.15,0.14,"NA",-156.95,-18.63,-7.38,"Lake","USGS_RStriegl"
9737," Yukon Flats Lake 157A","2008-07-17",19.6,9.03,216,NA,475,101.2,111,2269,57,8,0.44,29.81,3.15,9.43,4.27,3.07,1.07,0.045,0.06,"NA",-122.97,-11.48,2.3,"Lake","USGS_RStriegl"
9738,"Yukon Flats Lake  149A","2008-07-17",20.2,9.1,209,NA,282,17.3,90,1714,59,16,0.695,32.77,0.1,7.46,3.66,1.99,18.91,0.045,0.06,"NA",-137.52,-14.16,-6.9,"Lake","USGS_RStriegl"
9739,"Yukon Flats Lake 187A","2008-07-17",19.7,9.57,435,NA,239,69.3,237,4156,74,10,0.585,13.08,8.74,18.03,67.86,5.55,0.53,0.24,0.06,"NA",-158.91,-18.7,0.29,"Lake","USGS_RStriegl"
9740,"Yukon Flats Lake 350A","2008-07-22",15.9,8.09,168,NA,1168,10,74,1613,31,24,0.71,21.81,3.15,7.66,1.79,1.39,9.1,0.045,0.3,"NA",-153.56,-18.85,-10.77,"Lake","USGS_RStriegl"
9741,"Yukon Flats Lake 349A","2008-07-22",17,8.59,200,NA,475,14.1,95,2014,24,13,0.418,23.55,2.78,10.37,4.11,1.74,7.61,0.045,0.06,"NA",-139.24,-14.53,-7.33,"Lake","USGS_RStriegl"
9742,"Yukon Flats Lake EX2","2008-07-22",15,8.46,120,NA,542,9.7,55,1044,93,28,1.4,18.92,0.85,5.34,1.33,0.48,4.59,0.045,0.06,"NA",-143.52,-15.41,-12.71,"Lake","USGS_RStriegl"
9743,"Yukon Flats Lake 365A","2008-07-22",15.7,8.67,489,NA,1962,24.8,NA,5484,103,15,1.075,52.99,14.78,31.59,11.51,5.39,4.4,0.045,0.06,"NA",-152.56,-17.43,-10.04,"Lake","USGS_RStriegl"
9744,"Yukon Flats Lake 332A","2008-07-22",16.6,8.33,190,NA,587,10,89,1941,20,13,0.372,27.54,1.97,7.51,1.6,1.08,7.44,0.045,0.06,"NA",-115.71,-10.18,-3.47,"Lake","USGS_RStriegl"
9745,"Yukon Flats Lake 353A","2008-07-22",15.8,7.91,132,NA,1117,24.8,49,1051,43,28,0.88,16.69,3.38,5.48,1.41,1.06,12.79,0.045,0.13,"NA",-117.81,-10.44,-7.36,"Lake","USGS_RStriegl"
9746,"Yukon Flats Lake 374A","2008-07-22",14.2,8.32,154,NA,1206,8.4,76,1505,77,27,1.174,22.94,0.42,7.47,1.45,0.37,8.05,0.12,0.17,"NA",-130.87,-12.87,-11.85,"Lake","USGS_RStriegl"
9747,"Yukon Flats Lake 360A","2008-07-22",17.1,8.43,184,NA,632,17.8,86,1834,23,14,0.428,25.36,2.31,7.55,2.35,1.38,6.96,0.045,0.06,"NA",-115.61,-9.7,-11.43,"Lake","USGS_RStriegl"
9748,"Yukon Flats Lake EX1","2008-07-22",15.9,7.85,143,NA,879,14.7,68,1405,70,22,0.912,20.89,1.77,6.54,1.71,0.75,3.69,0.11,0.13,"NA",-115.81,-10.03,-6.33,"Lake","USGS_RStriegl"
9749,"Yukon Flats Lake 276A","2008-07-22",15.8,7.71,120,NA,1326,14.4,65,1228,88,25,1.209,18.31,1.16,5.97,1.15,0.41,1.03,0.045,0.23,"NA",-118.18,-10.3,-10.36,"Lake","USGS_RStriegl"
9760,"Yukon Flats Lake 145C","2008-07-25",16.7,8.8,1164,NA,3122,7.1,NA,12900,114,21,1.864,19.82,8.47,36.73,231.04,21.14,0.75,0.59,0.18,"NA",-130.2,-12.3,-3.41,"Lake","USGS_RStriegl"
9761,"Yukon Flats Lake 110A","2008-07-25",16.4,9.44,343,NA,233,17.7,188,3452,76,14,0.714,20.77,2.57,13.8,45.16,3.14,1.23,0.11,0.06,"NA",-115.7,-10.3,-2.2,"Lake","USGS_RStriegl"
9762,"Yukon Flats Lake 112A","2008-07-25",17.8,9.75,193,NA,0,20.5,91,1196,51,12,0.523,20.54,0.76,11.42,7.41,3.9,7.01,0.11,0.06,"NA",-151.2,-16.3,-8.16,"Lake","USGS_RStriegl"
9763,"Yukon Flats Lake 134A","2008-07-25",17.6,9.34,734,NA,683,12.5,NA,7407,110,25,1.867,29.79,11.62,41.44,289.91,12.39,3.51,0.38,0.06,"NA",-143.7,-15.5,-3.28,"Lake","USGS_RStriegl"
9764,"Yukon Flats Lake 145A","2008-07-25",17.8,8.69,1392,NA,2957,8,1435,15337,4,30,4,23.76,23.06,46.69,649.33,23.58,7.72,1.07,0.06,"NA",-102.2,-6.5,-4.6,"Lake","USGS_RStriegl"
9765,"Yukon Flats Lake 145B","2008-07-25",17.2,8.93,1450,NA,3646,8.2,798,15480,3,29,3.82,22.65,18.31,32.4,347.11,20.75,10.58,1.41,0.06,"NA",-113,-9.1,-3.97,"Lake","USGS_RStriegl"
9947,"Thumb Lake","2008-09-04",12.7,9.24,140,NA,184,12.2,74,1361,90,15,0.858,22.97,2.06,7.05,1.6,0.91,0.8,0.36,0.06,"NA",-112.1,-9,-2.96,"Lake","USGS_RStriegl"
9948,"Teardrops Lake","2008-09-04",12.8,8.63,250,NA,1014,13.5,131,2903,121,4,0.094,32.16,3.12,13.5,3.82,1.59,5.32,0.28,0.06,"NA",-124.8,-11.3,-1.99,"Lake","USGS_RStriegl"
9949,"West Crazy Lake","2008-09-04",12.4,8.36,116,NA,632,6.1,42,916,19,19,0.459,15.48,2.27,5.12,1.14,1.19,12.9,0.27,0.47,"NA",-110.5,-8.3,-8.13,"Lake","USGS_RStriegl"
9950,"Twin Lakes","2008-09-04",12.4,8.8,154,NA,232,11.5,56,1138,35,20,0.635,23.01,1,6.99,1.1,0.94,20.08,0.29,0.06,"NA",-131.1,-12.6,-8.18,"Lake","USGS_RStriegl"
9951,"Twelvemile Lake","2008-09-03",12.2,8.77,687,10.5,849,16.3,329,6622,91,4,0.432,29.39,25.17,65.86,19,7.92,46.37,0.63,0.14,"NA",-136.6,-14.2,0.67,"Lake","USGS_RStriegl"
9952,"Shack Lake","2008-09-03",11.7,9.04,1552,NA,2638,6,918,17632,11,30,5.04,18.55,11.69,34.72,385.46,28.27,10.62,1.76,0.06,"NA",-152.8,-16.6,-4.32,"Lake","USGS_RStriegl"
9953,"Scoter Lake","2008-09-03",13.2,8.9,331,NA,82457,17.1,183,4136,44,5,0.295,24.16,7.37,29.32,10.08,3.72,2.18,0.41,0.14,"NA",-148.5,-15.2,-1.77,"Lake","USGS_RStriegl"
9954,"Canvasback Lake","2008-09-03",12.1,9.28,673,NA,15649,20.3,420,8275,71,18,0.811,24.97,3.15,60.8,71.48,6.25,6.26,0.5,0.06,"NA",-113,-9.6,-3.41,"Lake","USGS_RStriegl"
9955,"Greenpepper Lake","2008-09-03",12.7,9.14,885,NA,1320,18.7,474,9534,80,3,0.349,23.08,13.42,82.48,74.62,49.63,5.87,0.7,0.06,"NA",-110.1,-8.7,-1.37,"Lake","USGS_RStriegl"
9956,"Sands of Time Lake","2008-09-03",12.1,8.3,151,NA,5138,7.8,73,1606,37,13,0.482,23.17,1.88,6.45,1.48,1.07,4.79,0.28,0.18,"NA",-129.9,-12.8,-6.13,"Lake","USGS_RStriegl"
10037,"Boot Lake","2009-03-25",1.4,7.31,170,6,3938,2.4,NA,2467,36,17,0.566,24.12,1.98,7.17,1.38,1.22,2.44,0.045,0.32,"NA",-122.8,-10.7,-10.42,"Lake","USGS_RStriegl"
10230,"Yukon Flats Lake 125","2009-07-17",19.9,8.34,128,NA,568,4.2,44,976,30,18,0.57,16.92,1.6,4.61,1.8,1.64,13.95,0.045,0.095,"NA",-159.2,-18.2,-7.44,"Lake","USGS_RStriegl"
10231,"Yukon Flats Lake 606","2009-07-17",21.1,9.68,156,NA,117,7.9,70,1368,52,19,0.72,20.87,1.14,5.89,1.71,0.94,9.06,0.045,0.095,"NA",-121.7,-11,-8.4,"Lake","USGS_RStriegl"
10232,"Yukon Flats Lake 189","2009-07-17",19.2,9.24,402,NA,970,16,212,4631,7,2,0.112,24.91,4.56,21.08,18.15,7.41,5.61,0.045,0.095,"NA",-125,-11.1,-0.68,"Lake","USGS_RStriegl"
10233,"Yukon Flats Lake 227","2009-07-17",20.9,9.84,240,NA,247,62.2,130,2555,60,7,0.414,17.67,4.47,11.54,8.63,2.26,0.24,0.045,0.095,"NA",-150.4,-16.1,-0.25,"Lake","USGS_RStriegl"
10234,"Yukon Flats Lake 2 SPAT","2009-07-17",20.3,8.78,225,NA,912,11.8,99,2191,17,9,0.277,33.5,2.39,6.69,2.26,1.41,14.54,0.045,0.095,"NA",-154,-16.9,-5.24,"Lake","USGS_RStriegl"
10235,"Yukon Flats Lake 398","2009-07-16",22.2,10.2,131,NA,0,42.3,61,873,27,13,0.422,14.73,2.3,5.4,2.25,0.84,2.6,0.045,0.095,"NA",-102.6,-6,-11.06,"Lake","USGS_RStriegl"
10236,"Yukon Flats Lake 234","2009-07-16",19.8,7.85,89,NA,369,11.3,34,813,32,26,0.757,11.81,1.72,2.21,2.2,1.22,5.32,0.045,0.095,"NA",-122.7,-9.8,-9.55,"Lake","USGS_RStriegl"
10237,"Yukon Flats Lake 74","2009-07-16",18.5,8.76,192,NA,901,5.9,95,2080,54,10,0.478,23.32,4.47,9.7,3.54,1.32,3.31,0.045,0.095,"NA",-117.1,-10,-3.08,"Lake","USGS_RStriegl"
10238,"Yukon Flats Lake 445","2009-07-17",21,9.52,174,NA,104,13.7,92,1876,30,9,0.36,21.77,2.35,9.47,2.84,1.18,0.74,0.045,0.095,"NA",-101.6,-7.6,-3.04,"Lake","USGS_RStriegl"
10239,"Yukon Flats Lake 270","2009-07-16",18.7,8.2,51,NA,1409,4.5,20,434,37,29,0.849,5.97,2.41,2.04,0.69,0.94,2,0.045,0.095,"NA",-133.1,-12.4,-11.65,"Lake","USGS_RStriegl"
10240,"Yukon Flats Lake 182","2009-07-16",19.9,7.88,187,NA,703,21.6,81,1835,77,25,1.086,26.74,3.19,6.45,3.9,2.06,6.76,0.045,0.5,"NA",-128.9,-11.8,-8.96,"Lake","USGS_RStriegl"
10241,"Yukon Flats Lake 458","2009-07-16",19.8,9.41,273,NA,143,42.6,135,2514,100,11,0.811,23.14,11.87,23.29,11.16,2.08,6.27,0.12,0.095,"NA",-121.4,-10.8,-0.16,"Lake","USGS_RStriegl"
10355,"Yukon Flats Lake 187","2009-07-21",21.1,8.91,433,12.8,282,25.9,198,3654,96,10,0.701,29.41,9.05,55.21,15.55,14.16,7.3,0.14,0.095,"NA",NA,NA,-1.94,"Lake","USGS_RStriegl"
10356,"Yukon Flats Lake 427","2009-07-22",19.6,8.28,417,8.7,1424,59.1,194,4025,55,8,0.404,36.24,5.37,37.17,12.2,11.82,1.38,0.09,0.095,"NA",NA,NA,-0.35,"Lake","USGS_RStriegl"
10357,"Yukon Flats Lake 287","2009-07-22",20.1,8.79,881,9.4,1189,103.5,453,8997,97,7,0.585,24.41,16.36,135.3,92.03,20.75,0.24,0.14,0.095,"NA",-102.7,-6.8,1.13,"Lake","USGS_RStriegl"
10358,"Yukon Flats Lake 331","2009-07-22",19.7,7.9,534,6.7,3776,36.3,296,5832,42,18,0.62,35.45,7.87,51.56,30.41,6.7,3.78,0.15,0.095,"NA",NA,NA,-5.9,"Lake","USGS_RStriegl"
10359,"Yukon Flats Lake 395","2009-07-22",20.4,9.02,224,8.6,161,31.8,131,2197,14,9,0.272,20.63,2.16,16.83,5.37,1.37,0.87,0.045,0.095,"NA",NA,NA,-3.37,"Lake","USGS_RStriegl"
10360,"Yukon Flats Lake 507","2009-07-21",21.7,8.98,223,12.2,40,45.3,110,2023,50,7,0.382,21.51,3.23,15.46,5.1,2.38,0.89,0.045,0.095,"NA",-165.2,-18.4,-2.08,"Lake","USGS_RStriegl"
10361,"Yukon Flats Lake 456","2009-07-24",19.1,7.28,153,8.5,3715,10.1,54,1182,94,24,1.259,19.8,3.26,6.07,2.3,1.08,13.06,0.1,0.095,"NA",-157.4,-16.5,-9.15,"Lake","USGS_RStriegl"
10362,"Yukon Flats Lake 332","2009-07-24",20.1,8.44,374,9,75805,32.9,199,3947,92,13,0.8,31.43,9.44,39.93,7.78,2.92,3.29,0.09,0.095,"NA",NA,NA,-2.35,"Lake","USGS_RStriegl"
10363,"Yukon Flats Lake 159","2009-07-22",19.5,8.97,600,9.4,391,56.6,313,5486,107,5,0.626,23.84,19.72,93.7,40.38,18.06,2.26,0.045,0.095,"NA",-119.9,-9.8,4.6,"Lake","USGS_RStriegl"
10364,"Yukon Flats Lake 127","2009-07-24",20.6,9.42,189,10,0,17.2,108,1402,75,16,0.789,23.61,0.86,9.77,3.79,3.85,2.79,0.11,0.095,"NA",-117.7,-9,-8.2,"Lake","USGS_RStriegl"
10365,"Yukon Flats Lake 136","2009-07-24",20.4,7.23,124,6.8,3659,6.4,51,1154,86,27,1.258,15.4,2.63,5.08,2.31,1.16,3.83,0.1,0.095,"NA",-134.9,-13.2,-12.01,"Lake","USGS_RStriegl"
10366,"Yukon Flats Lake 599","2009-07-21",21.4,8.16,190,9.4,865,62.7,76,1563,28,19,0.561,23.48,2.19,7.56,1.88,1.64,11.86,0.27,0.095,"NA",-134.5,-12.3,-9.25,"Lake","USGS_RStriegl"
10367,"Yukon Flats Lake 251","2009-07-21",21.4,9.74,144,13.8,0,60.1,62,855,45,18,0.652,19.14,0.64,5.38,1.73,1.09,5.95,0.09,0.095,"NA",-111.4,-7.2,-11.41,"Lake","USGS_RStriegl"
10368,"Yukon Flats Lake 84","2009-07-24",20.6,9.62,216,12.3,427,73.3,98,1628,65,11,0.557,22.38,3.56,13.28,5.49,5.3,1.2,0.14,0.095,"NA",-128.8,-8.9,-4.87,"Lake","USGS_RStriegl"
10369,"Yukon Flats Lake 171","2009-07-22",19.6,8.7,370,10.3,594,61.7,168,3636,56,8,0.426,27.31,5.98,36.7,13.3,9.62,2.05,0.045,0.095,"NA",-99,-3.7,-0.69,"Lake","USGS_RStriegl"
10473,"Canvasback Lake","2009-09-01",12.1,9.48,768,NA,NA,NA,NA,NA,82,17,0.836,20.03,2.73,81.51,88.05,8.51,5.13,NA,1.31,"NA",-104.6,-6.7,NA,"Lake","USGS_RStriegl"
10474,"Boot Lake","2009-08-31",12.7,7.9,146,NA,NA,NA,73,NA,34,18,0.568,21.81,1.44,4.38,1.48,0.86,3.44,0.02,1.33,"NA",-109.2,-7.2,NA,"Lake","USGS_RStriegl"
10478,"Yukon Flats Lake 81","2009-09-02",12.2,NA,417,NA,0,34.7,82,1425,30,17,0.542,35.84,19.29,20.49,9.92,11.12,114.77,0.05,0.06,"NA",-114,-9.6,-12.28,"Lake","USGS_RStriegl"
10479,"Yukon Flats Lake 87","2009-09-02",10.3,NA,272,NA,2060,46,136,3140,69,7,0.429,26.25,7.97,14.76,8.74,4.64,0.42,0.02,0.06,"NA",-126.7,-10.5,-1.77,"Lake","USGS_RStriegl"
10480,"Yukon Flats Lake 47","2009-09-02",9.2,NA,623,NA,708,51.7,127,2651,41,15,0.55,67.5,22.13,28.95,7.94,4.78,233.05,0.11,0.06,"NA",-131.9,-14.9,-13.39,"Lake","USGS_RStriegl"
10481,"Yukon Flats Lake 55","2009-09-02",10.2,NA,357,NA,2228,72.6,188,4007,102,9,0.787,21.45,14.43,20.4,20.16,7.39,0.24,0.19,0.23,"NA",-129.2,-11.9,-5.22,"Lake","USGS_RStriegl"
10482,"Yukon Flats Lake 29","2009-09-02",12.8,NA,370,NA,790,100.2,176,3720,101,11,0.856,31.83,12.61,17.49,12.84,4.37,0.93,0.1,0.06,"NA",-115.1,-8.7,2.61,"Lake","USGS_RStriegl"
10483,"Yukon Flats Lake 33","2009-09-02",10.5,NA,467,NA,713,83.8,202,4368,104,10,0.883,24.35,13.17,27.06,31.65,31.7,2.59,0.19,0.06,"NA",-123,-10.9,-2.95,"Lake","USGS_RStriegl"
10484,"Yukon Flats Lake 17","2009-09-02",14.8,NA,825,NA,15821,195.1,243,7905,122,10,1.349,56.2,22.92,39.34,48.53,41.66,49.03,0.88,0.06,"NA",-113.3,-7.2,-0.86,"Lake","USGS_RStriegl"
10485,"Yukon Flats Lake 41","2009-09-02",13,NA,562,NA,8783,53.3,277,6195,117,27,2.461,14.8,19.79,26.65,65.22,11.78,16.01,0.63,0.48,"NA",-109.1,-7.1,-8.81,"Lake","USGS_RStriegl"
10486,"Yukon Flats Lake 1SPAT","2009-09-02",11.2,NA,340,NA,1700,40,184,4139,48,10,0.448,50.6,2.9,11.09,9.06,3.69,0.24,0.02,0.06,"NA",-111.2,-7.5,-1,"Lake","USGS_RStriegl"
10487,"Yukon Flats Lake 73","2009-09-02",13.1,NA,533,NA,4191,288.1,285,6539,89,14,0.812,46.78,10.75,26.18,17.43,5.64,4.33,0.25,0.06,"NA",-109.7,-7.3,-4.47,"Lake","USGS_RStriegl"
10488,"Yukon Flats Lake 8","2009-09-02",12.5,NA,196,NA,25,55.2,93,1765,54,11,0.499,19.87,7.53,9.98,4.03,1.83,8.74,0.11,0.06,"NA",-136.7,-13.5,-10.7,"Lake","USGS_RStriegl"
10489,"Yukon Flats Lake 68","2009-09-01",12.5,NA,3995,NA,0,3.8,445,6424,118,11,1.304,9,206.21,97.69,442.73,130.4,2377.74,0.02,0.06,"NA",-110.4,-7.8,-8.85,"Lake","USGS_RStriegl"
10490,"Yukon Flats Lake 44","2009-09-01",13.1,NA,413,NA,0,1054.6,159,2624,92,19,1.05,22.52,23.45,15.84,19.65,10.5,38.46,0.14,0.06,"NA",-136.6,-14,-13.65,"Lake","USGS_RStriegl"
10491,"Yukon Flats Lake 112SPAT","2009-09-01",13.7,NA,166,NA,31705,27.8,72,1481,8,4,0.148,16.49,4.42,8.55,3.13,NA,17.81,0.02,0.06,"NA",-118.8,-8.3,-5.92,"Lake","USGS_RStriegl"
10492,"Yukon Flats Lake 4SPAT","2009-09-01",12.1,NA,985,NA,0,20.1,413,5524,13,12,2.866,22.27,30.64,29.08,128.92,37.58,94.22,0.59,0.06,"NA",-105.5,-6.6,-13.4,"Lake","USGS_RStriegl"
10493,"Yukon Flats Lake 4","2009-09-01",12.9,NA,745,NA,46,43.6,134,2520,79,8,0.513,17.85,4.42,15.07,8.04,1.6,4.51,0.12,0.06,"NA",-107.3,-7.3,-8.64,"Lake","USGS_RStriegl"
10494,"Yukon Flats Lake 63alt","2009-09-01",11.1,NA,528,NA,6403,186.1,289,6876,113,15,1.36,49.56,11.59,23.64,6.06,4.24,1.52,0.06,0.06,"NA",-160.1,-17.1,-9.06,"Lake","USGS_RStriegl"
10495,"Yukon Flats Lake 148","2009-09-01",12.2,NA,1847,NA,1196,18.7,719,14052,10,10,2.308,21.8,85.19,56.84,160.88,100.19,235.82,0.02,0.06,"NA",-100.3,-5.8,-1.12,"Lake","USGS_RStriegl"
10685,"Yukon Flats Lake 14","2009-09-19",8.4,7.62,256,NA,1529,163.1,108,2382,58,17,0.694,34.66,0.84,10.13,2.88,1.14,20.52,0.01,0.06,"NA",-101.3,-7,-10.69,"Lake","USGS_RStriegl"
10686,"Yukon Flats Lake Mud2","2009-09-19",10.5,9.29,2722,NA,2154,26.1,1341,23512,16,15,3.568,13.05,66.72,208.48,429.71,132.02,98.1,NA,3.24,"NA",-146.2,-14.9,-3.36,"Lake","USGS_RStriegl"
10687,"Yukon Flats Lake 116alt","2009-09-16",11,NA,688,NA,3727,46.1,441,7886,1,1,1.154,25.56,9.44,26.59,94.35,21.45,3.25,2.74,1.42,"NA",-108.8,-8.7,-5.31,"Lake","USGS_RStriegl"
10688,"Yukon Flats Lake 164","2009-09-16",11,NA,222,NA,1348,16.9,163,2524,32,6,0.307,23.56,3.56,13.36,4.66,3.92,2.08,0.02,0.06,"NA",-140.4,-13.3,-3.95,"Lake","USGS_RStriegl"
10689,"Yukon Flats Lake 356","2009-09-16",11.4,NA,160,NA,1522,21,76,1754,12,16,0.342,21.5,1.05,5.47,1.86,0.69,7.1,0.01,1.33,"NA",-119,-8.7,-5.36,"Lake","USGS_RStriegl"
10690,"Yukon Flats Lake 292","2009-09-16",10.2,NA,290,NA,1123,75.4,167,2870,67,6,0.417,27.71,7.78,16.75,8.14,11.21,2.61,0.27,0.06,"NA",-129.1,-12.2,1.19,"Lake","USGS_RStriegl"
10691,"Yukon Flats Lake 31","2009-09-16",11,NA,257,NA,1745,27.6,167,2807,90,9,0.632,23.58,4.63,16.48,13.05,4.13,2.14,0.01,0.06,"NA",-131,-12.1,-5.98,"Lake","USGS_RStriegl"
10692,"Yukon Flats Lake 399","2009-09-16",11.3,NA,181,NA,3025,8.3,140,2105,25,15,0.464,23.52,2.77,9.04,3.4,2.84,3.14,0.03,1.39,"NA",-115.3,-8.4,-5.95,"Lake","USGS_RStriegl"
10693,"Yukon Flats Lake 22","2009-09-19",8.6,9.22,660,NA,839,151.5,340,6725,119,13,1.553,43.06,41.51,50.1,21.01,10.28,13.21,0.01,0.06,"NA",-109.9,-8.1,-6.74,"Lake","USGS_RStriegl"
10694,"Yukon Flats Lake 14SPAT","2009-09-19",10.4,7.07,93,NA,2495,95.4,48,1137,22,20,0.546,14.39,1.1,3.23,0.88,0.69,0.52,0.01,0.06,"NA",-137.5,-13.4,-4.82,"Lake","USGS_RStriegl"
10695,"Yukon Flats Lake 41alt","2009-09-19",10.4,9.42,3397,NA,1801,NA,1503,27358,15,17,3.795,11.92,41.62,248.51,480.91,99.46,12.53,NA,1.75,"NA",NA,NA,-0.68,"Lake","USGS_RStriegl"
