MgCl2/KCl	0.oC	35.oC	75.oC
5.574	0.015
4.457	0.091
3.999	0.31
5.967		0.031
5.338		0.074
4.673		0.269
4.211		0.756
6.708			0.072
6.227			0.125
5.935			0.169
5.446			0.357
5.133			0.632
4.842			0.936
4.721			1.152
