                  Na                  Ca                   N                   K                  Cl
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00100000000000000 0.00000000000000000 0.00120000000000000 0.00020000000000000 0.00000000000000000
 0.00099910379843226 0.00000000000000000 0.00000000000000000 0.00019989620156774 0.00120000000000000
 0.00099816851217396 0.00000000000000000 0.00000000000000000 0.00019983148782604 0.00120000000000000
 0.00099810495742190 0.00000000000000000 0.00000000000000000 0.00019989504257810 0.00120000000000000
 0.00100127218390097 0.00000000000000000 0.00000000000000000 0.00020072781609904 0.00120000000000000
 0.00100027313769780 0.00000000000000000 0.00000000000000000 0.00020072686230221 0.00120000000000000
 0.00099748201727005 0.00000000000000000 0.00000000000000000 0.00020051798272995 0.00120000000000000
 0.00099998752618225 0.00000000000000000 0.00000000000000000 0.00020101247381789 0.00120000000000000
 0.00099909629050361 0.00000000000000000 0.00000000000000000 0.00020090370949639 0.00120000000000000
 0.00099995581288564 0.00000000000000000 0.00000000000000000 0.00020104418711448 0.00120000000000000
 0.00099907658403561 0.00000000000000000 0.00000000000000000 0.00020092341596439 0.00120000000000000
 0.00100046084475660 0.00000000000000000 0.00000000000000000 0.00020153915524359 0.00120000000000000
 0.00099939040362860 0.00000000000000000 0.00000000000000000 0.00020160959637141 0.00120000000000000
 0.00099924244817690 0.00000000000000000 0.00000000000000000 0.00020175755182310 0.00120000000000000
 0.00099915053767411 0.00000000000000000 0.00000000000000000 0.00020184946232589 0.00120000000000000
 0.00099640678345741 0.00000000000000000 0.00000000000000000 0.00020159321654259 0.00120000000000000
 0.00099535729092134 0.00000000000000000 0.00000000000000000 0.00020164270907866 0.00120000000000000
 0.00099790809802469 0.00000000000000000 0.00000000000000000 0.00020209190197531 0.00120000000000000
 0.00099769860467694 0.00000000000000000 0.00000000000000000 0.00020330139532387 0.00120000000000000
 0.00099194454258343 0.00000000000000000 0.00000000000000000 0.00020805545741657 0.00120000000000000
 0.00097250135731685 0.00000000000000000 0.00000000000000000 0.00023049864268336 0.00120000000000000
 0.00088309937758400 0.00000000000000000 0.00000000000000000 0.00031490062241600 0.00120000000000000
 0.00064475018523746 0.00000000000000000 0.00000000000000000 0.00055524981476238 0.00119999999999996
 0.00031045456989116 0.00000000000000000 0.00000000000000000 0.00089154543010934 0.00120000000000000
 0.00010236692354043 0.00000000000000000 0.00000000000000000 0.00109763307645997 0.00119999999999997
 0.00002790350040581 0.00000000000000000 0.00000000000000000 0.00117409649959430 0.00120000000000000
 0.00000691817357802 0.00000000000000000 0.00000000000000000 0.00119108182642198 0.00120000000000000
 0.00000107604732654 0.00000000000000000 0.00000000000000000 0.00119692395335434 0.00120000000125283
 0.00000016679398993 0.00000000000000000 0.00000000000000000 0.00120083320601015 0.00120000000000000
 0.00000002577420822 0.00000000000000000 0.00000000000000000 0.00120097422579250 0.00120000000000073
 0.00000000398193793 0.00000000000000000 0.00000000000000000 0.00119999601806207 0.00120000000000000
 0.00000000061600265 0.00000000000000000 0.00000000000000000 0.00120399938399865 0.00120000000000000
 0.00000000009490491 0.00000000000000000 0.00000000000000000 0.00119799990509509 0.00120000000000000
 0.00000000001469863 0.00000000000000000 0.00000000000000000 0.00119999998530174 0.00119999999999996
 0.00000000000227328 0.00000000000000000 0.00000000000000000 0.00120199999772683 0.00120000000000000
 0.00000000000035129 0.00000004185096600 0.00000000000000000 0.00119991629771670 0.00120000000000000
 0.00000000000005727 0.00000564856511733 0.00000000000000000 0.00118970286970807 0.00120000000000000
 0.00000000000000636 0.00024977906964058 0.00000000000000000 0.00069944186071216 0.00120000000000000
 0.00000000000000017 0.00055195434270293 0.00000000000000000 0.00009509131459618 0.00120000000000000
 0.00000000000000000 0.00059598218997663 0.00000000000000000 0.00000903562005048 0.00120000000000000
 0.00000000000000000 0.00059962737787550 0.00000000000000000 0.00000074524424901 0.00120000000000000
 0.00000000000000000 0.00059996934947620 0.00000000000000000 0.00000006130120576 0.00120000000001103
 0.00000000000000000 0.00059999747943232 0.00000000000000000 0.00000000504113644 0.00120000000000007
 0.00000000000000000 0.00059999979272412 0.00000000000000000 0.00000000041455176 0.00120000000000000
 0.00000000000000000 0.00059999997748361 0.00000000000000000 0.00000000003409010 0.00119999999713955
 0.00000000000000000 0.00059999999779252 0.00000000000000000 0.00000000000280335 0.00119999999957873
 0.00000000000000000 0.00059999999779252 0.00000000000000000 0.00000000000023053 0.00119999999957873
 0.00000000000000000 0.00059999999770311 0.00000000000000000 0.00000000000001896 0.00119999999953198
 0.00000000000000000 0.00059999999769425 0.00000000000000000 0.00000000000000156 0.00119999999952735
 0.00000000000000000 0.00059999999769343 0.00000000000000000 0.00000000000000013 0.00119999999952692
 0.00000000000000000 0.00059999999769335 0.00000000000000000 0.00000000000000001 0.00119999999952688
